,id,user_id,image_url,scientific_name,iconic_taxon_name,taxon_id
1159,20423457,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/31534796/medium.jpg,Gymnadenia conopsea,Plantae,131610
1179,20424039,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/31535822/medium.jpg,Veronica gentianoides,Plantae,509258
1271,20430848,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/31542871/medium.jpeg,Veronica gentianoides,Plantae,509258
1320,20434721,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/31549299/medium.jpg,Rhododendron caucasicum,Plantae,546910
1385,20446714,741140,https://inaturalist-open-data.s3.amazonaws.com/photos/31570013/medium.jpg,Rhododendron luteum,Plantae,129083
1402,20448831,741140,https://inaturalist-open-data.s3.amazonaws.com/photos/31573058/medium.jpg,Salvia verticillata,Plantae,128689
1424,20450519,741140,https://inaturalist-open-data.s3.amazonaws.com/photos/31575678/medium.jpg,Gymnadenia conopsea,Plantae,131610
1495,20454645,1468613,https://inaturalist-open-data.s3.amazonaws.com/photos/31583089/medium.jpg,Gymnadenia conopsea,Plantae,131610
1604,20711035,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/31929235/medium.jpeg,Bistorta carnea,Plantae,752467
1620,20765574,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32021312/medium.jpeg,Chamaenerion colchicum,Plantae,564922
1689,20955075,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32350465/medium.jpeg,Alchemilla,Plantae,56023
1705,20981671,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32399987/medium.jpeg,Alchemilla,Plantae,56023
1714,20981692,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32401064/medium.jpeg,Chamaenerion colchicum,Plantae,564922
1720,21016726,1481277,https://inaturalist-open-data.s3.amazonaws.com/photos/32462800/medium.jpg,Rhododendron luteum,Plantae,129083
1723,21019338,1417423,https://inaturalist-open-data.s3.amazonaws.com/photos/32466118/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
1724,21019352,1417423,https://inaturalist-open-data.s3.amazonaws.com/photos/32466424/medium.jpg,Pinus sylvestris hamata,Plantae,864581
1730,21035629,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32494471/medium.jpeg,Betonica macrantha,Plantae,906115
1741,21189181,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32750879/medium.jpeg,Veronica gentianoides,Plantae,509258
1744,21189184,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32751223/medium.jpeg,Betonica macrantha,Plantae,906115
1746,21189186,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32751306/medium.jpeg,Bistorta carnea,Plantae,752467
1758,21216444,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32794680/medium.jpeg,Gymnadenia conopsea,Plantae,131610
1785,21241899,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32838850/medium.jpeg,Phedimus spurius,Plantae,204380
1794,21241911,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32839485/medium.jpeg,Gymnadenia conopsea,Plantae,131610
1805,21268050,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32882882/medium.jpeg,Betonica macrantha,Plantae,906115
1808,21270192,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32885846/medium.jpeg,Gymnadenia conopsea,Plantae,131610
1824,21271122,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32887810/medium.jpeg,Veronica gentianoides,Plantae,509258
1831,21271131,1438572,https://inaturalist-open-data.s3.amazonaws.com/photos/32888050/medium.jpeg,Bistorta carnea,Plantae,752467
1928,22189177,725071,https://inaturalist-open-data.s3.amazonaws.com/photos/34355586/medium.jpg,Pinus sylvestris hamata,Plantae,864581
1956,22230308,725071,https://inaturalist-open-data.s3.amazonaws.com/photos/34424616/medium.jpg,Pinus sylvestris hamata,Plantae,864581
2036,23065409,1496057,https://static.inaturalist.org/photos/35757632/medium.jpg,Phedimus spurius,Plantae,204380
2057,23186610,1496057,https://static.inaturalist.org/photos/35933201/medium.jpg,Phedimus spurius,Plantae,204380
2059,23187412,1496057,https://static.inaturalist.org/photos/35934378/medium.jpg,Rhododendron luteum,Plantae,129083
2066,23208742,1496057,https://static.inaturalist.org/photos/35963832/medium.jpg,Phedimus spurius,Plantae,204380
2103,24590368,1155250,https://static.inaturalist.org/photos/38024753/medium.jpeg,Rhododendron luteum,Plantae,129083
2152,24859145,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/38449442/medium.jpg,Pinus sylvestris hamata,Plantae,864581
2219,25159165,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/38943511/medium.jpg,Rhododendron luteum,Plantae,129083
2237,25230169,1758381,https://static.inaturalist.org/photos/39057472/medium.jpg,Rhododendron luteum,Plantae,129083
2265,25270709,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/39123652/medium.jpeg,Phedimus spurius,Plantae,204380
2309,25347083,1122822,https://static.inaturalist.org/photos/39245806/medium.jpg,Rhododendron luteum,Plantae,129083
2423,25727341,1790002,https://static.inaturalist.org/photos/39881333/medium.jpg,Rhododendron luteum,Plantae,129083
2436,25768681,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/39946730/medium.jpeg,Phedimus spurius,Plantae,204380
2437,25768925,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/39947044/medium.jpeg,Veronica gentianoides,Plantae,509258
2438,25768987,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/39947167/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
2461,25862206,870562,https://static.inaturalist.org/photos/40106023/medium.jpg,Rhododendron caucasicum,Plantae,546910
2498,25903326,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/40173896/medium.jpeg,Rhododendron caucasicum,Plantae,546910
2520,25905155,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/40176756/medium.jpeg,Betonica macrantha,Plantae,906115
2555,25908722,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/40182710/medium.jpeg,Rhododendron luteum,Plantae,129083
2595,25912133,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/40188489/medium.jpeg,Veronica gentianoides,Plantae,509258
2617,26200034,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/40661189/medium.jpg,Veronica gentianoides,Plantae,509258
2632,26233780,1669665,https://inaturalist-open-data.s3.amazonaws.com/photos/40719424/medium.jpeg,Salvia verticillata,Plantae,128689
2691,27015559,1507199,https://inaturalist-open-data.s3.amazonaws.com/photos/41990180/medium.jpeg,Veronica gentianoides,Plantae,509258
2697,27033394,151757,https://inaturalist-open-data.s3.amazonaws.com/photos/42018272/medium.jpg,Rhododendron luteum,Plantae,129083
2727,27438308,972110,https://static.inaturalist.org/photos/42692499/medium.jpg,Betonica macrantha,Plantae,906115
2763,27683002,1575337,https://inaturalist-open-data.s3.amazonaws.com/photos/43098136/medium.jpg,Rhododendron luteum,Plantae,129083
2764,27689719,1738871,https://inaturalist-open-data.s3.amazonaws.com/photos/43109804/medium.jpg,Rhododendron luteum,Plantae,129083
2767,27763215,1759542,https://inaturalist-open-data.s3.amazonaws.com/photos/43230817/medium.jpg,Betonica macrantha,Plantae,906115
2778,27803976,1916126,https://inaturalist-open-data.s3.amazonaws.com/photos/43299271/medium.jpg,Rhododendron luteum,Plantae,129083
2794,27804769,1738871,https://inaturalist-open-data.s3.amazonaws.com/photos/43301313/medium.jpg,Gymnadenia conopsea,Plantae,131610
2795,27804861,1738871,https://inaturalist-open-data.s3.amazonaws.com/photos/43301407/medium.jpg,Gymnadenia conopsea,Plantae,131610
2796,27804931,1738871,https://inaturalist-open-data.s3.amazonaws.com/photos/43301446/medium.jpg,Gymnadenia conopsea,Plantae,131610
2797,27805384,1738871,https://inaturalist-open-data.s3.amazonaws.com/photos/43302036/medium.jpeg,Betonica macrantha,Plantae,906115
2866,27888325,1915294,https://inaturalist-open-data.s3.amazonaws.com/photos/43435726/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
2869,27888726,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/43436424/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
2874,27888932,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/43436787/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
2898,27892262,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/43442110/medium.jpg,Betonica macrantha,Plantae,906115
2904,27892790,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/43443026/medium.jpg,Veronica gentianoides,Plantae,509258
2947,27894884,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/43446529/medium.jpg,Gymnadenia conopsea,Plantae,131610
2966,27896658,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/43449396/medium.jpg,Hippophae rhamnoides,Plantae,163812
2970,27896792,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/43449662/medium.jpg,Phedimus spurius,Plantae,204380
3046,27939796,1930643,https://inaturalist-open-data.s3.amazonaws.com/photos/43518752/medium.jpg,Phedimus spurius,Plantae,204380
3083,27943827,1930643,https://inaturalist-open-data.s3.amazonaws.com/photos/43525097/medium.jpg,Pinus sylvestris hamata,Plantae,864581
3089,27944143,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/43525641/medium.jpg,Pinus sylvestris hamata,Plantae,864581
3095,27944615,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/43526508/medium.jpg,Salvia verticillata,Plantae,128689
3114,27946385,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/43528954/medium.jpg,Veronica gentianoides,Plantae,509258
3149,27949928,1930643,https://inaturalist-open-data.s3.amazonaws.com/photos/43535077/medium.jpg,Rhododendron luteum,Plantae,129083
3235,28243437,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/44013300/medium.jpeg,Chamaenerion colchicum,Plantae,564922
3264,28244618,1936544,https://inaturalist-open-data.s3.amazonaws.com/photos/44015470/medium.jpg,Salvia verticillata,Plantae,128689
3331,28255127,1936544,https://inaturalist-open-data.s3.amazonaws.com/photos/44032499/medium.jpg,Chamaenerion colchicum,Plantae,564922
3510,28382041,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/44239521/medium.jpg,Salvia verticillata,Plantae,128689
3569,28393825,1930643,https://inaturalist-open-data.s3.amazonaws.com/photos/44258780/medium.jpg,Pinus sylvestris hamata,Plantae,864581
3615,28415155,1930643,https://inaturalist-open-data.s3.amazonaws.com/photos/44295345/medium.jpg,Betonica macrantha,Plantae,906115
3630,28419917,1930643,https://inaturalist-open-data.s3.amazonaws.com/photos/44303250/medium.jpg,Salvia verticillata,Plantae,128689
3631,28420043,1930643,https://inaturalist-open-data.s3.amazonaws.com/photos/44303517/medium.jpg,Phedimus spurius,Plantae,204380
3645,28431209,8032,https://inaturalist-open-data.s3.amazonaws.com/photos/44320728/medium.jpeg,Rhododendron luteum,Plantae,129083
3675,28439979,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/44333878/medium.jpg,Alchemilla,Plantae,56023
3678,28440304,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/44334308/medium.jpg,Gymnadenia conopsea,Plantae,131610
3692,28461666,1915294,https://inaturalist-open-data.s3.amazonaws.com/photos/44369471/medium.jpg,Gymnadenia conopsea,Plantae,131610
3808,28681260,1846303,https://static.inaturalist.org/photos/44725165/medium.jpeg,Bistorta carnea,Plantae,752467
3814,28726081,1946353,https://inaturalist-open-data.s3.amazonaws.com/photos/44798436/medium.jpeg,Salvia verticillata,Plantae,128689
3818,28858795,1887565,https://inaturalist-open-data.s3.amazonaws.com/photos/45012242/medium.jpg,Bistorta carnea,Plantae,752467
3823,28858826,1887565,https://inaturalist-open-data.s3.amazonaws.com/photos/45012297/medium.jpg,Bistorta carnea,Plantae,752467
3824,28858844,1887565,https://inaturalist-open-data.s3.amazonaws.com/photos/45012325/medium.jpg,Gymnadenia conopsea,Plantae,131610
3832,28985238,1936544,https://inaturalist-open-data.s3.amazonaws.com/photos/45213921/medium.jpg,Phedimus spurius,Plantae,204380
3876,29042989,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45309318/medium.jpeg,Veronica gentianoides,Plantae,509258
3903,29059842,2008754,https://inaturalist-open-data.s3.amazonaws.com/photos/45335793/medium.jpeg,Bistorta carnea,Plantae,752467
3906,29059955,2008754,https://inaturalist-open-data.s3.amazonaws.com/photos/45335960/medium.jpeg,Chamaenerion colchicum,Plantae,564922
3909,29060197,2008754,https://inaturalist-open-data.s3.amazonaws.com/photos/45336333/medium.jpeg,Chamaenerion colchicum,Plantae,564922
3913,29061538,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45337221/medium.jpeg,Rhododendron caucasicum,Plantae,546910
3922,29096214,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45394804/medium.jpeg,Veronica gentianoides,Plantae,509258
3958,29120985,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/45434862/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
3962,29121925,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/45436534/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
3963,29124740,1846303,https://static.inaturalist.org/photos/45440797/medium.jpeg,Veronica gentianoides,Plantae,509258
3975,29229852,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45608590/medium.jpeg,Rhododendron luteum,Plantae,129083
3984,29238437,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45615124/medium.jpeg,Veronica gentianoides,Plantae,509258
3991,29259416,1461469,https://inaturalist-open-data.s3.amazonaws.com/photos/45654673/medium.jpeg,Betonica macrantha,Plantae,906115
4039,29271138,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45670799/medium.jpeg,Veronica gentianoides,Plantae,509258
4061,29310015,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45737685/medium.jpeg,Veronica gentianoides,Plantae,509258
4063,29310022,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45737763/medium.jpeg,Veronica gentianoides,Plantae,509258
4067,29313310,809195,https://static.inaturalist.org/photos/45743945/medium.jpeg,Salvia verticillata,Plantae,128689
4188,29404783,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45886614/medium.jpeg,Rhododendron caucasicum,Plantae,546910
4190,29404801,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45887125/medium.jpeg,Veronica gentianoides,Plantae,509258
4195,29404824,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45887799/medium.jpeg,Rhododendron caucasicum,Plantae,546910
4203,29404871,1374169,https://inaturalist-open-data.s3.amazonaws.com/photos/45888828/medium.jpeg,Rhododendron caucasicum,Plantae,546910
4229,29500594,740705,https://static.inaturalist.org/photos/46045684/medium.jpg,Gymnadenia conopsea,Plantae,131610
4273,29771399,2061471,https://static.inaturalist.org/photos/46481065/medium.jpg,Salvia verticillata,Plantae,128689
4302,29941623,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/46755684/medium.jpg,Hippophae rhamnoides,Plantae,163812
4307,29941932,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/46756231/medium.jpg,Salvia verticillata,Plantae,128689
4430,29998300,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/46829560/medium.jpeg,Chamaenerion colchicum,Plantae,564922
4477,30004364,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/46852013/medium.jpeg,Salvia verticillata,Plantae,128689
4538,30029782,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/46896004/medium.jpeg,Phedimus spurius,Plantae,204380
4550,30030719,2061471,https://static.inaturalist.org/photos/46897521/medium.jpg,Phedimus spurius,Plantae,204380
4571,30056841,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/46937427/medium.jpeg,Rhododendron luteum,Plantae,129083
4602,30090150,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/46991056/medium.jpeg,Chamaenerion colchicum,Plantae,564922
4666,30128956,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/47050965/medium.jpeg,Betonica macrantha,Plantae,906115
4769,30244186,1599079,https://inaturalist-open-data.s3.amazonaws.com/photos/47241815/medium.jpg,Betonica macrantha,Plantae,906115
4787,30256661,1599079,https://inaturalist-open-data.s3.amazonaws.com/photos/47260009/medium.jpg,Rhododendron luteum,Plantae,129083
4797,30261083,1599079,https://inaturalist-open-data.s3.amazonaws.com/photos/47266552/medium.jpg,Phedimus spurius,Plantae,204380
4845,30427930,1725290,https://inaturalist-open-data.s3.amazonaws.com/photos/47536919/medium.jpg,Salvia verticillata,Plantae,128689
4898,30626873,1738871,https://inaturalist-open-data.s3.amazonaws.com/photos/47857697/medium.jpeg,Gymnadenia conopsea,Plantae,131610
4909,30630399,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/47863155/medium.jpg,Pinus sylvestris hamata,Plantae,864581
4996,30867544,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/48253332/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
5013,30868963,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/48255380/medium.jpeg,Chamaenerion colchicum,Plantae,564922
5022,30874243,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/48263811/medium.jpeg,Rhododendron caucasicum,Plantae,546910
5027,30875819,1753307,https://inaturalist-open-data.s3.amazonaws.com/photos/48266495/medium.jpeg,Pinus sylvestris hamata,Plantae,864581
5046,30922478,2138070,https://static.inaturalist.org/photos/48344930/medium.jpeg,Bistorta carnea,Plantae,752467
5048,30926026,1758381,https://static.inaturalist.org/photos/48350575/medium.jpg,Betonica macrantha,Plantae,906115
5077,31042661,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/48544122/medium.jpeg,Rhododendron caucasicum,Plantae,546910
5084,31042670,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/48544231/medium.jpeg,Betonica macrantha,Plantae,906115
5124,31072644,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/48594739/medium.jpeg,Gymnadenia conopsea,Plantae,131610
5134,31107723,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/48654771/medium.jpeg,Betonica macrantha,Plantae,906115
5173,31164660,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/48750010/medium.jpeg,Veronica gentianoides,Plantae,509258
5180,31164778,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/48750144/medium.jpeg,Veronica gentianoides,Plantae,509258
5185,31164791,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/48750245/medium.jpeg,Betonica macrantha,Plantae,906115
5198,31227446,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/48854177/medium.jpeg,Bistorta carnea,Plantae,752467
5210,31277497,1440491,https://inaturalist-open-data.s3.amazonaws.com/photos/48939848/medium.jpeg,Rhododendron caucasicum,Plantae,546910
5220,31283423,2133569,https://static.inaturalist.org/photos/48948963/medium.jpg,Rhododendron luteum,Plantae,129083
5246,31333052,1920093,https://inaturalist-open-data.s3.amazonaws.com/photos/49030983/medium.jpeg,Phedimus spurius,Plantae,204380
5253,31333318,1920093,https://inaturalist-open-data.s3.amazonaws.com/photos/49031397/medium.jpeg,Rhododendron caucasicum,Plantae,546910
